title,timestamp_first,def_first,timestamp_end,def_end
Doug Horner,2007-12-26T05:12:21Z,"<y> -12-26T05:12:21Z </y> <t> Doug Horner </t> is a Canadian politician, who currently represents the electoral district of Spruce Grove-Sturgeon-St. Albert in the Legislative Assembly of Alberta.",2021-09-22T00:59:41Z,<y> -08-23T16:35:45Z </y>  Redford won the run-off ballot held on October 1.
Doug Kent,2007-12-11T13:41:01Z,"<y> -12-11T13:41:01Z </y> <t> Doug Kent </t> (Born Feb. 9, ) is a right-handed American professional ten-pin bowler, member of the Professional Bowlers Association, and reigning PBA Player of the Year (-).",2021-12-04T23:06:13Z,"<y> -07-23T20:18:45Z </y>  In , Doug was elected to the USBC Hall of Fame for Superior Performance."
Dough conditioner,2007-11-26T19:48:11Z,<y> -11-26T19:48:11Z </y> A dough conditioner is any chemical added to bread dough to strengthen its texture or otherwise improve it in some way.,2022-07-14T01:51:43Z,"<y> -01-06T00:52:27Z </y> A dough conditioner, flour treatment agent, improving agent or bread improver is any ingredient or chemical added to bread dough to strengthen its texture or otherwise improve it in some way."
Dougie Cameron,2007-11-16T21:23:37Z,"<y> -11-16T21:23:37Z </y> <t> Dougie Cameron </t> (born February 8,  in Dundee) is a Scottish professional football defender who currently plays for East Fife.",2021-08-11T14:13:32Z,<y> -03-05T22:17:38Z </y> Douglas Cameron (born 8 February ) is a Scottish professional footballer.
Douglas Domenech,2007-11-03T10:30:38Z,"<y> -11-03T10:30:38Z </y> <t> Douglas Domenech </t>, a native of the territory of Puerto Rico, is the Deputy Chief of Staff of the United States Department of the Interior and a Bush Administration appointee to the White House Working Group on the Political Status of Puerto Rico, the body that fashions the Executive Branch's policy regarding the American territory's political future.",2021-09-23T06:37:59Z,<y> -12-01T03:24:16Z </y> Douglas William Domenech is an American government official who served as the Assistant United States Secretary of the Interior for Insular Areas in the Trump administration from  to .
Douglas Emlong,2007-12-29T15:34:25Z,"<y> -12-29T15:34:25Z </y> Douglas Ralph Emlong (April 17, –June ) was an amateur fossil collector from the northwestern United States.",2021-07-11T01:33:25Z,"<y> -05-06T03:46:21Z </y> Douglas Ralph Emlong (April 17, –June ) was an amateur fossil collector from the Oregon Coast in the northwestern United States."
Douglas Ford (British Army officer),2007-12-27T09:24:48Z,<y> -12-27T09:24:48Z </y> Captain Douglas Ford was posthumously awarded the George Cross for conspicuous gallantry ' .,2021-12-19T13:51:53Z,"<y> -10-30T13:05:56Z </y> Captain Douglas Ford GC (18 September  – 18 December ) was a British Army officer of the Royal Scots and a British prisoner of war in the Second World War, who was posthumously awarded the George Cross for conspicuous gallantry."
Douglas McGrath,2007-11-27T17:51:12Z,<y> -11-27T17:51:12Z </y> Douglas Geoffrey McGrath (b.,2021-11-09T18:41:35Z,"<y> -11-25T03:54:00Z </y> Douglas Geoffrey McGrath (February 2,  – November 3, ) was an American screenwriter, film director, and actor."
Douglas Shulman,2007-12-29T21:59:38Z,<y> -12-29T21:59:38Z </y> Douglas H. Shulman is an American regulatory official best known for being nominated to fill the vacant position of Commissioner of Internal Revenue.,2021-12-26T13:12:12Z,"<y> -09-21T09:18:50Z </y>  The result was the customer service representatives could have access to accurate data and there was real time information to combat non-compliance, including refund fraud."
Drachenfels Castle (Wasgau),2007-11-26T15:29:43Z,"<y> -11-26T15:29:43Z </y> Drachenfels Castle is a castle ruin near Busenberg in the Palatinate Forest in Rhineland-Palatinate, Germany.",2019-07-12T07:06:13Z,<y> -02-08T22:11:25Z </y> Drachenfels Castle is a ruined hill castle near the village of Busenberg in the state of Rhineland-Palatinate.
Drachten Airfield,2007-11-24T18:59:55Z,<y> -11-24T18:59:55Z </y> 11806°N 6.,2016-01-15T13:43:56Z,"<y> -03-08T09:11:57Z </y> <t> Drachten Airfield </t> (Dutch: Vliegveld Drachten) (ICAO: EHDR) is a small general aviation airfield in the Netherlands located in the province of Friesland, 1 NM (1."
Dragonball Evolution,2007-12-31T02:32:47Z,<y> -12-31T02:32:47Z </y> Template:Future film Dragonball is a  live action film adaptation of the Dragon Ball franchise.,2021-12-29T14:41:51Z,"<y> -12-08T16:45:23Z </y> <t> Dragonball Evolution </t> is a  American science fantasy superhero-martial arts film directed by James Wong, produced by Stephen Chow, and written by Ben Ramsey."
Drake Bulldogs men's basketball,2008-10-31T19:54:56Z,"<y> -10-31T19:54:56Z </y> The <t> Drake Bulldogs men's basketball </t> team represents Drake University, located in Des Moines, Iowa, in NCAA Division I basketball competition.",2022-12-10T09:31:09Z,<y> -03-18T03:23:10Z </y>  Their combined record is 1-1.
Dreadstar,2005-12-22T05:37:14Z,"<y> -12-22T05:37:14Z </y> <t> Dreadstar </t> was the first comic published by Epic Comics, in .",2021-12-14T23:16:38Z,"<y> -10-29T06:30:42Z </y> <t> Dreadstar </t> was the first comic-book series published by American publisher Epic Comics, an imprint of Marvel Comics, in ."
Dream House (video game),2007-11-13T21:59:05Z,<y> -11-13T21:59:05Z </y> Dream House was a Commodore 64 game released in  by CBS Electronics.,2019-09-12T18:30:26Z,"<y> -12-01T19:43:48Z </y> Dream House is a Commodore 64 game created by Joyce Hakansson Associates, released in  by CBS Electronics."
Dream Street (film),2007-12-22T19:58:20Z,<y> -12-22T19:58:20Z </y> Dream Street is a movie made in  by D. W. Griffith.,2021-04-03T15:41:10Z,"<y> -10-13T15:09:32Z </y> Dream Street is a  American silent romantic drama film directed by D. W. Griffith, and starring Carol Dempster, Charles Emmett Mack, and Ralph Graves in a story about a love triangle set in London, and based on two short stories by Thomas Burke, ""Gina of Chinatown"" and ""Song of the Lamp""."
"Dream, Dream",2007-12-06T22:49:27Z,"<y> -12-06T22:49:27Z </y> ""<t> Dream, Dream </t>"" is the second single by the Dutch girl group Luv', released in the Autumn of  by Philips Records.",2020-12-29T11:05:10Z,"<y> -04-11T11:46:20Z </y> ""<t> Dream, Dream </t>"" is the second single by the Dutch girl group Luv', released in November  by Philips/Phonogram Records."
Dreamboat Annie Live,2007-11-13T02:50:45Z,"<y> -11-13T02:50:45Z </y> ""Legendary Albums Live: Dreamboat Annie"" is a live album released by Heart in October of .",2020-07-31T08:59:33Z,"<y> -06-04T07:44:31Z </y> <t> Dreamboat Annie Live </t> is a live DVD released by the American rock band Heart in October , which features Heart performing all ten songs from their  debut album, Dreamboat Annie, plus five extra performances."
Drew Nicholas,2007-12-22T11:54:29Z,<y> -12-22T11:54:29Z </y> Andrew Nicholas (born  in USA) is professional basketball player from United States who plays for Efes Pilsen SK.,2021-12-22T21:37:26Z,"<y> -11-27T19:47:45Z </y> Andrew Lawrence Nicholas (born May 17, ) is an American former professional basketball player."
Dripsey,2007-12-22T19:56:20Z,<y> -12-22T19:56:20Z </y> BRIEF HISTORY <t> Dripsey </t> is the largest area of the mid Cork parish called Inniscarra.,2021-12-09T23:40:21Z,"<y> -05-09T10:33:31Z </y> <t> Dripsey </t> (Irish: Druipseach, meaning 'muddy river') is a village in County Cork on the R618 regional road around 20 km (12 mi) west of Cork City."
Drop the Hate,2007-11-24T02:45:13Z,"<y> -11-24T02:45:13Z </y> ""<t> Drop the Hate </t>"" is a single released by Fatboy Slim.",2018-11-21T18:39:00Z,"<y> -12-29T11:13:20Z </y> ""<t> Drop the Hate </t>"" is a song by English big beat musician Fatboy Slim."
Drum hardware,2007-11-17T10:50:36Z,"<y> -11-17T10:50:36Z </y> <t> Drum hardware </t> refers to equipment and parts, often metal, used to build or play a drum or drum kit.",2021-02-17T23:51:50Z,<y> -02-08T15:48:53Z </y>  A hi-hat stand is a standard part of the hardware of a drum kit.
Dry lab,2007-12-23T21:13:51Z,"<y> -12-23T21:13:51Z </y> A dry lab is a laboratory where computational or applied mathematical analyses are done on a computer generated model to simulate a phenomenon in the physical realm whether it be a molecule changing quantum states, the event horizon of a black hole or anything that otherwise might be too cumbersome or arduous to observe under normal laboratory conditions .",2021-12-05T02:23:37Z,<y> -09-15T12:14:43Z </y> A dry lab is a laboratory where the nature of the experiments does not involve significant risk.
Dual Blades,2007-12-28T20:20:36Z,"<y> -12-28T20:20:36Z </y> <t> Dual Blades </t> is a video game pulished by Metro3D, Inc. for the Game Boy Advance in the US and Japan.",2022-12-05T05:16:39Z,<y> -01-19T01:03:58Z </y> <t> Dual Blades </t> is a fighting video game published by Metro3D for the Game Boy Advance.
Dual slalom,2007-12-18T14:20:09Z,<y> -12-18T14:20:09Z </y> <t> Dual slalom </t> is an older mountain bike racing discipline replaced recently by 4X racing.,2022-10-10T03:22:11Z,<y> -01-11T02:56:58Z </y> <t> Dual slalom </t> is a mountain bike racing discipline similar to 4X racing.
Duane Laflin,2007-12-22T19:49:37Z,"<y> -12-22T19:49:37Z </y> <t> Duane Laflin </t> is a noted magician, teacher and innovator.",2019-11-14T03:34:37Z,"<y> -04-08T16:20:43Z </y> <t> Duane Laflin </t> is an American magician, teacher and innovator."
Duarte Cardoso Pinto,2007-12-04T16:15:56Z,<y> -12-04T16:15:56Z </y> <t> Duarte Cardoso Pinto </t> (born 17 March  in Lisbon) is a Portuguese rugby union footballer.,2020-07-15T19:55:43Z,<y> -07-01T15:37:51Z </y>  He was a member of the Portugal squad that went to the  Rugby World Cup.
Dubai Cares,2007-11-09T04:32:34Z,<y> -11-09T04:32:34Z </y> ?,2019-10-28T15:28:01Z,<y> -10-22T07:44:45Z </y> <t> Dubai Cares </t> is a UAE-based global philanthropic organization.
Duchowo,2007-11-24T16:12:21Z,"<y> -11-24T16:12:21Z </y> <t> Duchowo </t> is a village in the administrative district of Gmina Milicz, within Milicz County, Lower Silesian Voivodeship, in south-western Poland.",2013-03-17T20:06:44Z,"<y> -03-17T04:51:34Z </y> <t> Duchowo </t> is a village in the administrative district of Gmina Milicz, within Milicz County, Lower Silesian Voivodeship, in south-western Poland."
Ducky Pond,2007-11-12T06:28:47Z,"<y> -11-12T06:28:47Z </y> Raymond W. ""Ducky"" Pond (born Feb. 17,  in Torrington, Connecticut) served as head football coach at Yale University from  to , compiling a 30-25-2 career record.",2022-06-13T19:08:32Z,"<y> -03-02T05:17:06Z </y> Raymond W. ""Ducky"" Pond (February 17,  – August 25, ) was an American football and baseball player and football coach."
Dufur School District,2007-11-18T00:35:24Z,"<y> -11-18T00:35:24Z </y> <t> Dufur School District </t> is a K-12 school district of approximately 280 students, in Wasco County, Oregon, United States.",2016-12-17T13:10:12Z,"<y> -08-10T00:44:28Z </y> <t> Dufur School District </t> #29 is a K-12 school district of approximately 280 students, in Dufur, Oregon, United States."
Dujeong station,2007-11-19T03:40:19Z,<y> -11-19T03:40:19Z </y> Template:Infobox SMS station Dujeong Station is a station on the Seoul Subway Line 1.,2021-12-16T20:06:23Z,<y> -08-08T06:50:37Z </y> Dujeong Station is a railway station located in northern Cheonan.
Dulce Saguisag,2007-12-24T09:34:27Z,"<y> -12-24T09:34:27Z </y> Dulce Quintanas-Saguisag (September 5,  – November 8, ) was a Filipino politician and former Secretary of the Department of Social Welfare and Development under the administration of former President Joseph Estrada.",2022-08-17T05:56:42Z,"<y> -01-31T17:08:01Z </y> This is the current revision of this page, as edited by Jordan."
Duncan Pitcher,2007-12-29T21:06:39Z,<y> -12-29T21:06:39Z </y> Air Commodore Duncan le Geyt Pitcher CMG CBE DSO RAF (31 August –1 September ) was an infantry and cavalry officer in the British Army.,2020-11-05T21:14:50Z,"<y> -06-21T08:12:54Z </y> Air Commodore Duncan le Geyt Pitcher, CMG, CBE, DSO (31 August  – 1 September ) was an infantry and cavalry officer in the British Indian Army."
Dundee Our Boys F.C.,2007-12-22T19:45:47Z,<y> -12-22T19:45:47Z </y> Dundee Our Boys were one of the two football sides that merged to form Dundee FC.,2022-12-14T22:00:36Z,"<y> -02-08T16:05:53Z </y> Dundee Our Boys Football Club were a football club from Dundee, Scotland."
Dunlap's Creek Bridge,2007-11-02T00:32:56Z,"<y> -11-02T00:32:56Z </y> <t> Dunlap's Creek Bridge </t> was the first cast iron, metal arch bridge in the United States and was designed and built by Richard Delafield.",2019-12-18T12:42:44Z,<y> -03-29T14:58:43Z </y> <t> Dunlap's Creek Bridge </t> was the first arch bridge in the United States built of cast iron.
Dunleer (Parliament of Ireland constituency),2007-11-25T15:52:06Z,"<y> -11-25T15:52:06Z </y> The elected members to the Irish House of Commons for the constituency of Dunleer, County Louth, included This Ireland politics-related article is a stub.",2021-12-30T15:57:00Z,<y> -01-26T20:10:48Z </y> Dunleer was a constituency represented in the Irish House of Commons to .
Duolun Road,2007-11-13T18:45:03Z,"<y> -11-13T18:45:03Z </y> <t> Duolun Road </t> (Chinese: 多伦路; pinyin: Duo Lun lu) is a significant and commemorable street in Shanghai, China.",2021-01-24T19:09:40Z,"<y> -01-27T19:34:05Z </y> <t> Duolun Road </t> (simplified Chinese: 多伦路; traditional Chinese: 多倫路; pinyin: Duōlún Lù; Shanghainese: Dulen Lu), formerly Darroch Road (窦乐安路; 竇樂安路), is a historic street in Hongkou District, Shanghai, China."
Durian Durian,2007-11-17T12:23:18Z,<y> -11-17T12:23:18Z </y> <t> Durian Durian </t> (simplified Chinese: 榴槤飘飘; traditional Chinese: 榴槤飄飄; pinyin: Liúlián Piāopiāo; Cantonese Yale: Làuh Lìn Pìu Pìu) is a  Hong Kong film directed by Fruit Chan.,2022-02-22T20:45:08Z,<y> -03-05T23:52:26Z </y>  Chinese National Cinema.
Dusk to Dawn,2007-11-10T17:40:44Z,<y> -11-10T17:40:44Z </y> <t> Dusk to Dawn </t> is a  silent drama film directed by King Vidor.,2020-08-28T08:22:06Z,<y> -08-10T18:32:20Z </y> <t> Dusk to Dawn </t> is a  American silent drama film directed by King Vidor.
Dust of Life (1995 film),2007-12-10T20:31:05Z,<y> -12-10T20:31:05Z </y> Dust of Life (French : Poussières de vie) is a  French-language film directed by Rachid Bouchareb.,2021-03-27T19:07:42Z,<y> -09-28T01:20:46Z </y> Dust of Life (French: Poussières de vie) is a  French drama film directed by Rachid Bouchareb.
Dusty Brown,2007-12-29T19:35:08Z,"<y> -12-29T19:35:08Z </y> Dustin William ""Dusty"" Brown (born June 19,  in Orange, California) is a Major League Baseball catcher for the Boston Red Sox.",2021-08-28T04:08:55Z,"<y> -11-12T22:32:42Z </y> Dustin William ""Dusty"" Brown (born June 19, ) is an American former professional baseball catcher."
Dwarf Athletic Association of America,2007-12-29T21:27:52Z,"<y> -12-29T21:27:52Z </y> The <t> Dwarf Athletic Association of America </t> (or DAAA) is an American athletic organization that sponsors and organizes athletic events for ""little people"" or people with dwarfism.",2021-12-09T19:48:08Z,<y> -01-01T22:54:41Z </y> The <t> Dwarf Athletic Association of America </t> (DAAA) is an American athletic organization that sponsors and organizes athletic events for people with dwarfism.
Dwarf Stars Award,2007-12-12T22:16:51Z,"<y> -12-12T22:16:51Z </y> The <t> Dwarf Stars Award </t> is a poetry award of the Science Fiction Poetry Association, created in .",2021-07-22T01:09:20Z,"<y> -12-04T20:09:45Z </y> The <t> Dwarf Stars Award </t> is an annual award presented by the Science Fiction Poetry Association to the author of the best horror, fantasy, or science fiction poem of ten lines or fewer published in the previous year."
Dwight Ball,2007-11-22T08:24:46Z,"<y> -11-22T08:24:46Z </y> <t> Dwight Ball </t> is a former Canadian politician, who represented the electoral district of Humber Valley in the Newfoundland and Labrador House of Assembly from  to .",2021-12-27T00:32:47Z,"<y> -11-29T22:09:53Z </y> <t> Dwight Ball </t> (born December 21, ) is a Canadian politician who was the  premier of Newfoundland and Labrador from December 14, , to August 19, , and an MHA."
Dwight L. Armstrong,2007-12-29T12:57:38Z,"<y> -12-29T12:57:38Z </y> Dwight Leslie Armstrong (September 15, –November 17, ) was a composer of Christian hymns based primarily upon texts from the Psalms, in addition to a limited number of texts from other books of the Old Testament, as well as the New Testament.",2019-10-01T02:24:44Z,<y> -10-27T18:19:32Z </y> Dwight Leslie Armstrong (15 September  – 17 November ) was a composer of Christian hymns based upon texts from the Psalms and other books of the Christian Bible.
Dyfi Valley Way,2007-12-29T19:24:48Z,<y> -12-29T19:24:48Z </y> The <t> Dyfi Valley Way </t> is a waymarked long distance footpath in the United Kingdom running through North Wales.,2018-01-26T19:11:28Z,<y> -09-02T19:02:34Z </y> The <t> Dyfi Valley Way </t> is a long distance footpath in Mid Wales.
Dynamic Praise,2007-12-29T16:47:59Z,"<y> -12-29T16:47:59Z </y> In the Fall Quarter of , several talented freshmen organized a Freshman Choir at Cunningham Hall of Oakwood College.",2021-05-23T12:56:49Z,"<y> -07-02T18:27:29Z </y> In the Fall Quarter of , several freshmen organized a Freshman Choir at Cunningham Hall of Oakwood College, Alabama."
Dyrosaurus,2007-12-08T22:34:19Z,<y> -12-08T22:34:19Z </y> <t> Dyrosaurus </t> was a prehistoric Maastrichtian aged Dyrosaurid genus of crocodilian from Morocco.,2021-10-13T14:22:48Z,<y> -01-10T00:42:01Z </y> <t> Dyrosaurus </t> is a genus of extinct crocodylomorph that lived during the early Eocene.
"Dziadkowo, Lower Silesian Voivodeship",2007-11-25T22:54:58Z,"<y> -11-25T22:54:58Z </y> Dziadkowo (German: Altenau) is a village in the administrative district of Gmina Cieszków, within Milicz County, Lower Silesian Voivodeship, in south-western Poland.",2017-04-24T22:11:21Z,"<y> -03-04T17:53:18Z </y> Dziadkowo (German: Altenau) is a village in the administrative district of Gmina Cieszków, within Milicz County, Lower Silesian Voivodeship, in south-western Poland."
"Dziewin, Lower Silesian Voivodeship",2007-11-22T18:36:25Z,"<y> -11-22T18:36:25Z </y> Dziewin (German: Dieban) is a village in the administrative district of Gmina Ścinawa, within Lubin County, Lower Silesian Voivodeship, in south-western Poland.",2017-03-17T08:10:06Z,"<y> -05-15T00:44:21Z </y> Dziewin (German: Dieban) is a village in the administrative district of Gmina Ścinawa, within Lubin County, Lower Silesian Voivodeship, in southwestern Poland."
Désirée Nick,2010-10-25T18:50:42Z,"<y> -10-25T18:50:42Z </y> <t> Désirée Nick </t> (born 30 September,  in Berlin) is a German actress, Roman Catholic theologian, author and ballett dancer.",2020-09-19T22:49:39Z,"<y> -12-14T09:30:55Z </y> Désirée Gerda Saskia Pamela Amneris Aida Nick (born 30 September ) is a German reality TV personality, actress, dancer, and author."
Dôme du Goûter,2007-10-30T20:58:11Z,"<y> -10-30T20:58:11Z </y> The <t> Dôme du Goûter </t> (4,304 m) is a mountain in the Mont Blanc massif in France.",2020-05-17T12:23:26Z,"<y> -12-27T00:57:48Z </y> The <t> Dôme du Goûter </t> (4,304 m) is a mountain in the Mont Blanc massif."
Dúghall of Lorne,2007-11-10T15:27:40Z,<y> -11-10T15:27:40Z </y> Template:Infobox bishopbiog Dúghall de Lorne (d. ) was a late  century and early  century prelate in the Kingdom of Scotland.,2020-10-15T18:57:54Z,<y> -03-08T17:25:33Z </y> <t> Dúghall of Lorne </t> (died ) was a late  century and early  century prelate in the Kingdom of Scotland.
"Dąbie, Legnica County",2007-11-16T22:49:14Z,"<y> -11-16T22:49:14Z </y> Template:Otherplaces2 Dąbie is a village in the administrative district of Gmina Prochowice, within Legnica County, Lower Silesian Voivodeship, in south-western Poland.",2016-05-19T15:29:46Z,"<y> -03-17T08:49:36Z </y> Dąbie is a village in the administrative district of Gmina Prochowice, within Legnica County, Lower Silesian Voivodeship, in south-western Poland."
"Dąbrowa Górna, Lower Silesian Voivodeship",2007-11-17T12:04:25Z,"<y> -11-17T12:04:25Z </y> Dąbrowa Górna is a village in the administrative district of Gmina Lubin, within Lubin County, Lower Silesian Voivodeship, in south-western Poland.",2016-05-19T15:31:56Z,"<y> -03-17T08:55:48Z </y> Dąbrowa Górna (German: Ober Dammer) is a village in the administrative district of Gmina Lubin, within Lubin County, Lower Silesian Voivodeship, in south-western Poland."
Długopole Górne,2007-11-16T22:17:46Z,"<y> -11-16T22:17:46Z </y> <t> Długopole Górne </t> (German: Oberlangenau) is a village in the administrative district of Gmina Międzylesie, within Kłodzko County, Lower Silesian Voivodeship, in south-western Poland.",2014-02-19T20:48:51Z,"<y> -04-06T10:38:27Z </y> <t> Długopole Górne </t> (German:Oberlangenau) is a village in the administrative district of Gmina Międzylesie, within Kłodzko County, Lower Silesian Voivodeship, in south-western Poland."
Długopole-Zdrój,2007-11-16T22:17:56Z,"<y> -11-16T22:17:56Z </y> <t> Długopole-Zdrój </t> (German: Bad Langenau) is a village in the administrative district of Gmina Bystrzyca Kłodzka, within Kłodzko County, Lower Silesian Voivodeship, in south-western Poland.",2013-03-02T01:47:11Z,"<y> -03-17T10:21:10Z </y> <t> Długopole-Zdrój </t> (German: Bad Langenau) is a village in the administrative district of Gmina Bystrzyca Kłodzka, within Kłodzko County, Lower Silesian Voivodeship, in south-western Poland."
E-Verify,2007-12-11T19:07:33Z,<y> -12-11T19:07:33Z </y> <t> E-Verify </t> is a voluntary program run by the United States government to help certify that employees hired by companies are not in the country illegally.,2021-12-31T19:59:50Z,"<y> -12-15T01:39:49Z </y> <t> E-Verify </t> is a United States Department of Homeland Security (DHS) website that allows businesses to determine the eligibility of their employees, both U. S. and foreign citizens, to work in the United States."
E-puck mobile robot,2007-12-03T17:04:50Z,<y> -12-03T17:04:50Z </y> The e-puck is a small (7 cm) differential wheeled mobile robot.,2018-12-04T23:58:59Z,<y> -08-15T13:54:01Z </y> The e-puck is a small (7 cm) differential wheeled mobile robot.
E. C. Walker,2007-11-24T21:11:10Z,<y> -11-24T21:11:10Z </y> Edward Carey Walker (July 4  - ) was a politician from the U. S. state of Michigan.,2021-06-18T02:57:32Z,"<y> -12-21T13:31:41Z </y> Edward Carey Walker (July 4,  – December 28, ) was a politician from the U. S. state of Michigan."
E. M. Osei-Wusu,2007-12-02T11:32:40Z,<y> -12-02T11:32:40Z </y> Colonel (Rtd.,2021-09-08T20:04:10Z,<y> -06-14T19:16:32Z </y> Colonel (Rtd.
EB Games Australia,2007-12-23T00:18:52Z,"<y> -12-23T00:18:52Z </y> <t> EB Games Australia </t> , headquarters are in Pinkenba, Queensland, a suburb of Brisbane, is Australia's largest video game retailer.",2021-12-08T08:01:43Z,"<y> -12-28T05:10:24Z </y> <t> EB Games Australia </t> (originally Electronics Boutique) is an Australian video game, consumer electronics, and gaming merchandise retailer."
EIF5A,2007-11-17T20:56:12Z,"<y> -11-17T20:56:12Z </y> Template:PBB Controls , 5DLQ1984276770ENSG00000132507ENSG00000288145ENSMUSG00000078812P63241P translation initiation factor 5A, also known as <t> EIF5A </t>, is a human gene.",2020-12-06T01:11:56Z,"<y> -12-20T14:37:27Z </y> , 5DLQ1984276770ENSG00000132507ENSG00000288145ENSMUSG00000078812P63241P translation initiation factor 5A-1 is a protein that in humans is encoded by the <t> EIF5A </t> gene."
EMBRACE,2007-11-06T05:04:54Z,<y> -11-06T05:04:54Z </y> <t> EMBRACE </t> (A European Model for Bioinformatics Research and Community Education) is a project with the objective of drawing together a wide group of experts throughout Europe who are involved in the use of information technology in the biomolecular sciences.,2020-04-19T22:25:22Z,"<y> -06-30T16:34:09Z </y> <t> EMBRACE </t> (A European Model for Bioinformatics Research and Community Education) was a project from the years  to , with the objective of drawing together a wide group of European experts involved in using information technology in the biomolecular sciences."
EMD GT26CW-2,2007-11-30T04:38:46Z,"<y> -11-30T04:38:46Z </y> The EMD G26CW-2 is a diesel-electric locomotive built by General Motors for export in Yugoslavia, Turkey and Israel.",2021-04-29T06:35:12Z,<y> -09-16T03:25:39Z </y>  All locomotives went to service on Hrvatske Željeznice after the breakup of Yugoslavia in .
ENTPD1,2007-11-21T06:10:51Z,"<y> -11-21T06:10:51Z </y> Template:PBB Controls 95312495ENSG00000138185ENSMUSG00000048120P49961P triphosphate diphosphohydrolase 1, also known as <t> ENTPD1 </t>, is a human gene.",2021-12-07T14:08:51Z,"<y> -10-17T11:07:27Z </y> 95312495ENSG00000138185ENSMUSG00000048120P49961P triphosphate diphosphohydrolase-1 (gene: <t> ENTPD1 </t>; protein: NTPDase1) also known as CD39 (Cluster of Differentiation 39), is a typical cell surface enzyme with a catalytic site on the extracellular face."
EPAS1,2007-11-17T20:01:19Z,"<y> -11-17T20:01:19Z </y> Template:PBB Controls , , , , , , , , , , 4XT2203413819ENSG00000116016ENSMUSG00000024140Q99814P PAS domain protein 1, also known as <t> EPAS1 </t>, is a human gene.",2021-08-27T16:10:50Z,<y> -11-03T18:04:28Z </y>  The protein contains a basic helix-loop-helix protein dimerization domain as well as a domain found in signal transduction proteins which respond to oxygen levels.
EPH receptor B2,2007-11-25T13:28:45Z,"<y> -11-25T13:28:45Z </y> Template:PBB Controls , , , 3ZFM204813844ENSG00000133216ENSMUSG00000028664P29323P<t> EPH receptor B2 </t>, also known as EPHB2, is a human gene.",2020-12-06T11:22:22Z,"<y> -03-10T07:29:55Z </y> , , , 3ZFM204813844ENSG00000133216ENSMUSG00000028664P29323P type-B receptor 2 is a protein that in humans is encoded by the EPHB2 gene."
EPS15,2007-11-17T01:12:55Z,"<y> -11-17T01:12:55Z </y> Template:PBB Controls , , , , , , , , , , 5JP2206013858ENSG00000085832ENSMUSG00000028552P42566P growth factor receptor pathway substrate 15, also known as <t> EPS15 </t>, is a human gene.",2020-12-14T06:20:34Z,"<y> -07-05T23:59:54Z </y> , , , , , , , , , , 5JP2206013858ENSG00000085832ENSMUSG00000028552P42566P growth factor receptor substrate 15 is a protein that in humans is encoded by the <t> EPS15 </t> gene."
ERCC1,2007-11-17T20:56:58Z,"<y> -11-17T20:56:58Z </y> Template:PBB Controls , , , , , 2MUT206713870ENSG00000012061ENSMUSG00000003549P07992P repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence), also known as <t> ERCC1 </t>, is a human gene.",2021-08-27T16:29:20Z,"<y> -11-10T10:48:28Z </y> , , , , , 2MUT206713870ENSG00000012061ENSMUSG00000003549P07992P excision repair protein ERCC-1 is a protein that in humans is encoded by the <t> ERCC1 </t> gene."
ETS2,2007-12-14T01:32:08Z,"<y> -12-14T01:32:08Z </y> Template:PBB Controls , 4MHV211423872ENSG00000157557ENSMUSG00000022895P15036P-ets erythroblastosis virus E26 oncogene homolog 2 (avian), also known as <t> ETS2 </t>, is a human gene.",2020-11-30T23:07:25Z,"<y> -11-15T23:53:38Z </y> , 4MHV211423872ENSG00000157557ENSMUSG00000022895P15036P C-<t> ETS2 </t> is a protein that in humans is encoded by the <t> ETS2 </t> gene."
Eagle's Nest Airport (Virginia),2007-11-10T01:35:36Z,<y> -11-10T01:35:36Z </y> 07694°N 78.,2021-08-01T14:22:25Z,<y> -05-01T18:03:02Z </y> 07694°N 78.
Earl Bellamy,2007-12-31T14:28:16Z,"<y> -12-31T14:28:16Z </y> <t> Earl Bellamy </t> (born March 11,  – died November 30, ) was an American film and television director, and producer.",2021-04-21T18:13:08Z,"<y> -12-22T03:52:47Z </y>  He had three children, Michael, Earl Jr, and Karen."
Earl Nightingale,2007-12-16T17:46:31Z,"<y> -12-16T17:46:31Z </y> <t> Earl Nightingale </t>; (March 12,  – March 25, ) was an American motivational speaker who was born in Los Angeles, California.",2021-11-17T16:43:58Z,"<y> -10-10T07:19:55Z </y> <t> Earl Nightingale </t> V (March 12,  – March 25, ) was an American radio speaker and author, dealing mostly with the subjects of human character development, motivation, and meaningful existence."
Earl Patrick Freeman,2007-12-20T13:39:08Z,"<y> -12-20T13:39:08Z </y> <t> Earl Patrick Freeman </t> (August 23, -December 28, ) was a Canadian professional wrestler, best known by his ringname Paddy Ryan, who competed in North American and international promotions during the 1950s and 60s.",2021-08-25T01:22:25Z,"<y> -12-28T16:57:39Z </y> <t> Earl Patrick Freeman </t> (August 23,  – December 28, ) was a Canadian professional wrestler, best known by his ring name Paddy Ryan, who competed in North American and international promotions during the 1950s and 60s."
